reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
84;2021-02-27-2021-03-05;29;1686;66.7;1056;62.6;58;3.4;171;10.1;401;23.8
84;2021-02-27-2021-03-05;39;1612;65.7;1042;64.6;70;4.3;116;7.2;384;23.8
84;2021-02-27-2021-03-05;49;1525;66.7;969;63.5;58;3.8;95;6.2;403;26.4
84;2021-02-27-2021-03-05;59;1431;66.4;887;62;47;3.3;102;7.1;395;27.6
84;2021-02-27-2021-03-05;69;972;66.7;576;59.3;40;4.1;69;7.1;287;29.5
84;2021-02-27-2021-03-05;79;699;63.6;409;58.5;24;3.4;40;5.7;226;32.3
84;2021-02-27-2021-03-05;89;437;64.5;182;41.6;14;3.2;49;11.2;192;43.9
84;2021-02-27-2021-03-05;90;179;62.8;71;39.7;5;2.8;22;12.3;81;45.3
84;2021-02-28-2021-03-06;09;558;68.6;354;63.4;26;4.7;49;8.8;129;23.1
84;2021-02-28-2021-03-06;19;1402;66.4;901;64.3;46;3.3;107;7.6;348;24.8
84;2021-02-28-2021-03-06;29;1681;66;1060;63.1;55;3.3;169;10.1;397;23.6
84;2021-02-28-2021-03-06;39;1652;65.8;1098;66.5;70;4.2;117;7.1;367;22.2
84;2021-02-28-2021-03-06;49;1540;66.4;991;64.4;62;4;98;6.4;389;25.3
84;2021-02-28-2021-03-06;59;1448;66.1;918;63.4;50;3.5;92;6.4;388;26.8
84;2021-02-28-2021-03-06;69;979;66.5;586;59.9;37;3.8;67;6.8;289;29.5
84;2021-02-28-2021-03-06;79;695;63.4;408;58.7;23;3.3;41;5.9;223;32.1
84;2021-02-28-2021-03-06;89;435;63.2;180;41.4;18;4.1;50;11.5;187;43
84;2021-02-28-2021-03-06;90;179;63.5;74;41.3;4;2.2;22;12.3;79;44.1
84;2021-03-01-2021-03-07;09;566;68.9;362;64;25;4.4;49;8.7;130;23
84;2021-03-01-2021-03-07;19;1404;66.3;902;64.2;46;3.3;107;7.6;349;24.9
84;2021-03-01-2021-03-07;29;1686;66.1;1063;63;56;3.3;170;10.1;397;23.5
84;2021-03-01-2021-03-07;39;1653;65.2;1098;66.4;71;4.3;118;7.1;366;22.1
84;2021-03-01-2021-03-07;49;1542;66.1;994;64.5;61;4;100;6.5;387;25.1
84;2021-03-01-2021-03-07;59;1450;65.8;919;63.4;48;3.3;97;6.7;386;26.6
84;2021-03-01-2021-03-07;69;992;66.3;591;59.6;36;3.6;70;7.1;295;29.7
84;2021-03-01-2021-03-07;79;697;63.8;408;58.5;23;3.3;42;6;224;32.1
84;2021-03-01-2021-03-07;89;428;63;179;41.8;16;3.7;51;11.9;182;42.5
84;2021-03-01-2021-03-07;90;173;63.1;74;42.8;4;2.3;18;10.4;77;44.5
84;2021-03-02-2021-03-08;09;592;68.4;399;67.4;25;4.2;49;8.3;119;20.1
84;2021-03-02-2021-03-08;19;1417;64.5;954;67.3;46;3.2;113;8;304;21.5
84;2021-03-02-2021-03-08;29;1688;65.2;1132;67.1;57;3.4;159;9.4;340;20.1
84;2021-03-02-2021-03-08;39;1678;64.3;1157;69;64;3.8;118;7;339;20.2
84;2021-03-02-2021-03-08;49;1600;66.9;1077;67.3;62;3.9;103;6.4;358;22.4
84;2021-03-02-2021-03-08;59;1473;65.8;986;66.9;48;3.3;105;7.1;334;22.7
84;2021-03-02-2021-03-08;69;950;64.5;590;62.1;37;3.9;65;6.8;258;27.2
84;2021-03-02-2021-03-08;79;695;63.3;427;61.4;25;3.6;41;5.9;202;29.1
84;2021-03-02-2021-03-08;89;439;63.2;187;42.6;18;4.1;52;11.8;182;41.5
84;2021-03-02-2021-03-08;90;162;61.6;75;46.3;3;1.9;15;9.3;69;42.6
84;2021-03-03-2021-03-09;09;621;67.9;421;67.8;29;4.7;64;10.3;107;17.2
84;2021-03-03-2021-03-09;19;1464;64;987;67.4;57;3.9;124;8.5;296;20.2
84;2021-03-03-2021-03-09;29;1657;63.2;1143;69;49;3;148;8.9;317;19.1
84;2021-03-03-2021-03-09;39;1669;64;1157;69.3;52;3.1;124;7.4;336;20.1
84;2021-03-03-2021-03-09;49;1624;65.9;1107;68.2;69;4.2;113;7;335;20.6
84;2021-03-03-2021-03-09;59;1464;64.5;1003;68.5;55;3.8;98;6.7;308;21
84;2021-03-03-2021-03-09;69;971;64;616;63.4;39;4;61;6.3;255;26.3
84;2021-03-03-2021-03-09;79;669;62.3;412;61.6;23;3.4;37;5.5;197;29.4
84;2021-03-03-2021-03-09;89;414;61.5;184;44.4;16;3.9;51;12.3;163;39.4
84;2021-03-03-2021-03-09;90;167;64.2;71;42.5;2;1.2;22;13.2;72;43.1
84;2021-03-04-2021-03-10;09;634;66.7;449;70.8;28;4.4;61;9.6;96;15.1
84;2021-03-04-2021-03-10;19;1508;62.3;1053;69.8;64;4.2;130;8.6;261;17.3
84;2021-03-04-2021-03-10;29;1661;61.1;1178;70.9;50;3;136;8.2;297;17.9
84;2021-03-04-2021-03-10;39;1628;61.3;1156;71;51;3.1;115;7.1;306;18.8
84;2021-03-04-2021-03-10;49;1617;64.2;1123;69.4;74;4.6;113;7;307;19
84;2021-03-04-2021-03-10;59;1438;63.7;1011;70.3;64;4.5;101;7;262;18.2
84;2021-03-04-2021-03-10;69;962;62.5;614;63.8;37;3.8;60;6.2;251;26.1
84;2021-03-04-2021-03-10;79;661;60.8;416;62.9;21;3.2;45;6.8;179;27.1
84;2021-03-04-2021-03-10;89;442;62.9;200;45.2;15;3.4;58;13.1;169;38.2
84;2021-03-04-2021-03-10;90;164;61.7;76;46.3;1;0.6;21;12.8;66;40.2
84;2021-03-05-2021-03-11;09;647;66.5;461;71.3;29;4.5;68;10.5;89;13.8
84;2021-03-05-2021-03-11;19;1592;61.9;1147;72;70;4.4;120;7.5;255;16
84;2021-03-05-2021-03-11;29;1776;60.3;1315;74;44;2.5;136;7.7;281;15.8
84;2021-03-05-2021-03-11;39;1685;61.3;1217;72.2;46;2.7;125;7.4;297;17.6
84;2021-03-05-2021-03-11;49;1696;64.2;1211;71.4;73;4.3;114;6.7;298;17.6
84;2021-03-05-2021-03-11;59;1482;63.1;1059;71.5;64;4.3;99;6.7;260;17.5
84;2021-03-05-2021-03-11;69;979;61.2;650;66.4;41;4.2;57;5.8;231;23.6
84;2021-03-05-2021-03-11;79;678;60.8;434;64;23;3.4;49;7.2;172;25.4
84;2021-03-05-2021-03-11;89;436;62.7;212;48.6;12;2.8;55;12.6;157;36
84;2021-03-05-2021-03-11;90;141;58;68;48.2;1;0.7;18;12.8;54;38.3
84;2021-03-06-2021-03-12;09;705;65.9;505;71.6;28;4;81;11.5;91;12.9
84;2021-03-06-2021-03-12;19;1755;60.4;1280;72.9;87;5;124;7.1;264;15
84;2021-03-06-2021-03-12;29;1824;58.6;1372;75.2;45;2.5;150;8.2;257;14.1
84;2021-03-06-2021-03-12;39;1703;59.9;1239;72.8;47;2.8;135;7.9;282;16.6
84;2021-03-06-2021-03-12;49;1750;62.4;1275;72.9;71;4.1;120;6.9;284;16.2
84;2021-03-06-2021-03-12;59;1493;61.8;1097;73.5;62;4.2;106;7.1;228;15.3
84;2021-03-06-2021-03-12;69;1041;61.1;723;69.5;43;4.1;60;5.8;215;20.7
84;2021-03-06-2021-03-12;79;695;62.8;445;64;26;3.7;54;7.8;170;24.5
84;2021-03-06-2021-03-12;89;442;63.1;225;50.9;11;2.5;60;13.6;146;33
84;2021-03-06-2021-03-12;90;140;56.5;72;51.4;2;1.4;16;11.4;50;35.7
84;2021-03-07-2021-03-13;09;735;66.5;529;72;29;3.9;88;12;89;12.1
84;2021-03-07-2021-03-13;19;1800;59.4;1322;73.4;89;4.9;132;7.3;257;14.3
84;2021-03-07-2021-03-13;29;1836;58.1;1389;75.7;47;2.6;150;8.2;250;13.6
84;2021-03-07-2021-03-13;39;1719;58.2;1252;72.8;50;2.9;143;8.3;274;15.9
84;2021-03-07-2021-03-13;49;1771;60.7;1308;73.9;67;3.8;120;6.8;276;15.6
84;2021-03-07-2021-03-13;59;1502;60.3;1107;73.7;63;4.2;114;7.6;218;14.5
84;2021-03-07-2021-03-13;69;1068;60.3;764;71.5;43;4;62;5.8;199;18.6
84;2021-03-07-2021-03-13;79;701;62;456;65;25;3.6;54;7.7;166;23.7
84;2021-03-07-2021-03-13;89;437;62.2;225;51.5;8;1.8;59;13.5;145;33.2
84;2021-03-07-2021-03-13;90;137;53.3;72;52.6;2;1.5;16;11.7;47;34.3
84;2021-03-08-2021-03-14;09;735;66.3;529;72;29;3.9;90;12.2;87;11.8
84;2021-03-08-2021-03-14;19;1803;59;1329;73.7;89;4.9;130;7.2;255;14.1
84;2021-03-08-2021-03-14;29;1840;58;1390;75.5;46;2.5;156;8.5;248;13.5
84;2021-03-08-2021-03-14;39;1732;58;1263;72.9;49;2.8;147;8.5;273;15.8
84;2021-03-08-2021-03-14;49;1773;60.6;1313;74.1;66;3.7;120;6.8;274;15.5
84;2021-03-08-2021-03-14;59;1503;60.1;1115;74.2;63;4.2;108;7.2;217;14.4
84;2021-03-08-2021-03-14;69;1066;60;768;72;43;4;59;5.5;196;18.4
84;2021-03-08-2021-03-14;79;705;61;462;65.5;25;3.5;53;7.5;165;23.4
84;2021-03-08-2021-03-14;89;442;62;231;52.3;9;2;60;13.6;142;32.1
84;2021-03-08-2021-03-14;90;136;51.7;70;51.5;2;1.5;16;11.8;48;35.3
84;2021-03-09-2021-03-15;09;781;66.6;565;72.3;30;3.8;97;12.4;89;11.4
84;2021-03-09-2021-03-15;19;2037;58.9;1549;76;101;5;134;6.6;253;12.4
84;2021-03-09-2021-03-15;29;1899;54.9;1460;76.9;45;2.4;152;8;242;12.7
84;2021-03-09-2021-03-15;39;1859;56.3;1398;75.2;60;3.2;145;7.8;256;13.8
84;2021-03-09-2021-03-15;49;1873;57.5;1425;76.1;76;4.1;119;6.4;253;13.5
84;2021-03-09-2021-03-15;59;1566;58.2;1193;76.2;63;4;99;6.3;211;13.5
84;2021-03-09-2021-03-15;69;1159;59.7;876;75.6;39;3.4;60;5.2;184;15.9
84;2021-03-09-2021-03-15;79;716;58.9;491;68.6;24;3.4;57;8;144;20.1
84;2021-03-09-2021-03-15;89;415;59.3;229;55.2;10;2.4;56;13.5;120;28.9
84;2021-03-09-2021-03-15;90;137;50.6;71;51.8;1;0.7;18;13.1;47;34.3
84;2021-03-10-2021-03-16;09;810;64.7;605;74.7;25;3.1;86;10.6;94;11.6
84;2021-03-10-2021-03-16;19;2190;58.4;1713;78.2;103;4.7;133;6.1;241;11
84;2021-03-10-2021-03-16;29;2001;54.4;1580;79;50;2.5;137;6.8;234;11.7
84;2021-03-10-2021-03-16;39;1963;55.4;1522;77.5;62;3.2;143;7.3;236;12
84;2021-03-10-2021-03-16;49;1965;57.1;1540;78.4;73;3.7;105;5.3;247;12.6
84;2021-03-10-2021-03-16;59;1668;58.2;1299;77.9;67;4;94;5.6;208;12.5
84;2021-03-10-2021-03-16;69;1206;59.5;927;76.9;38;3.2;59;4.9;182;15.1
84;2021-03-10-2021-03-16;79;750;58.9;533;71.1;31;4.1;63;8.4;123;16.4
84;2021-03-10-2021-03-16;89;411;58;241;58.6;12;2.9;52;12.7;106;25.8
84;2021-03-10-2021-03-16;90;119;46.9;71;59.7;1;0.8;13;10.9;34;28.6
84;2021-03-11-2021-03-17;09;834;64.8;621;74.5;26;3.1;91;10.9;96;11.5
84;2021-03-11-2021-03-17;19;2321;59.5;1829;78.8;104;4.5;143;6.2;245;10.6
84;2021-03-11-2021-03-17;29;2084;55.2;1651;79.2;53;2.5;155;7.4;225;10.8
84;2021-03-11-2021-03-17;39;2060;57.1;1597;77.5;72;3.5;150;7.3;241;11.7
84;2021-03-11-2021-03-17;49;2108;58.2;1677;79.6;75;3.6;113;5.4;243;11.5
84;2021-03-11-2021-03-17;59;1780;58.8;1399;78.6;75;4.2;96;5.4;210;11.8
84;2021-03-11-2021-03-17;69;1244;60;953;76.6;38;3.1;70;5.6;183;14.7
84;2021-03-11-2021-03-17;79;742;58.8;530;71.4;31;4.2;61;8.2;120;16.2
84;2021-03-11-2021-03-17;89;385;56.8;242;62.9;12;3.1;46;11.9;85;22.1
84;2021-03-11-2021-03-17;90;113;46.9;66;58.4;1;0.9;15;13.3;31;27.4
84;2021-03-12-2021-03-18;09;869;62.6;663;76.3;22;2.5;85;9.8;99;11.4
84;2021-03-12-2021-03-18;19;2378;59.5;1891;79.5;96;4;161;6.8;230;9.7
84;2021-03-12-2021-03-18;29;2051;54.7;1628;79.4;54;2.6;152;7.4;217;10.6
84;2021-03-12-2021-03-18;39;2102;56.7;1656;78.8;78;3.7;145;6.9;223;10.6
84;2021-03-12-2021-03-18;49;2125;57.7;1705;80.2;75;3.5;117;5.5;228;10.7
84;2021-03-12-2021-03-18;59;1825;58.7;1455;79.7;77;4.2;96;5.3;197;10.8
