reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
28;2021-02-18-2021-02-24;39;508;58;246;48.4;18;3.5;39;7.7;205;40.4
28;2021-02-18-2021-02-24;49;605;61.4;314;51.9;17;2.8;49;8.1;225;37.2
28;2021-02-18-2021-02-24;59;571;63.2;271;47.5;17;3;51;8.9;232;40.6
28;2021-02-18-2021-02-24;69;446;61.3;223;50;15;3.4;53;11.9;155;34.8
28;2021-02-18-2021-02-24;79;291;66.3;127;43.6;11;3.8;26;8.9;127;43.6
28;2021-02-18-2021-02-24;89;183;62.5;63;34.4;3;1.6;13;7.1;104;56.8
28;2021-02-18-2021-02-24;90;95;63.8;26;27.4;0;0;7;7.4;62;65.3
28;2021-02-19-2021-02-25;09;161;60.1;90;55.9;6;3.7;19;11.8;46;28.6
28;2021-02-19-2021-02-25;19;577;65.2;333;57.7;23;4;55;9.5;166;28.8
28;2021-02-19-2021-02-25;29;513;58.6;271;52.8;20;3.9;49;9.6;173;33.7
28;2021-02-19-2021-02-25;39;537;58.3;295;54.9;17;3.2;36;6.7;189;35.2
28;2021-02-19-2021-02-25;49;610;60.9;333;54.6;17;2.8;48;7.9;212;34.8
28;2021-02-19-2021-02-25;59;605;64;301;49.8;12;2;53;8.8;239;39.5
28;2021-02-19-2021-02-25;69;488;62.8;256;52.5;19;3.9;50;10.2;163;33.4
28;2021-02-19-2021-02-25;79;303;66;139;45.9;11;3.6;26;8.6;127;41.9
28;2021-02-19-2021-02-25;89;191;64.1;81;42.4;2;1;13;6.8;95;49.7
28;2021-02-19-2021-02-25;90;94;64.4;33;35.1;0;0;8;8.5;53;56.4
28;2021-02-20-2021-02-26;09;164;61.9;91;55.5;6;3.7;21;12.8;46;28
28;2021-02-20-2021-02-26;19;559;64.6;330;59;22;3.9;54;9.7;153;27.4
28;2021-02-20-2021-02-26;29;536;60.2;304;56.7;21;3.9;50;9.3;161;30
28;2021-02-20-2021-02-26;39;562;58.5;322;57.3;14;2.5;42;7.5;184;32.7
28;2021-02-20-2021-02-26;49;623;61.5;363;58.3;21;3.4;42;6.7;197;31.6
28;2021-02-20-2021-02-26;59;604;64.3;324;53.6;11;1.8;56;9.3;213;35.3
28;2021-02-20-2021-02-26;69;485;62.1;264;54.4;19;3.9;44;9.1;158;32.6
28;2021-02-20-2021-02-26;79;311;66.2;144;46.3;12;3.9;31;10;124;39.9
28;2021-02-20-2021-02-26;89;198;64.9;89;44.9;3;1.5;13;6.6;93;47
28;2021-02-20-2021-02-26;90;95;70.4;35;36.8;0;0;6;6.3;54;56.8
28;2021-02-21-2021-02-27;09;162;63;90;55.6;5;3.1;22;13.6;45;27.8
28;2021-02-21-2021-02-27;19;557;64.3;336;60.3;19;3.4;53;9.5;149;26.8
28;2021-02-21-2021-02-27;29;529;60.5;307;58;20;3.8;51;9.6;151;28.5
28;2021-02-21-2021-02-27;39;553;59;323;58.4;14;2.5;44;8;172;31.1
28;2021-02-21-2021-02-27;49;618;61.7;367;59.4;17;2.8;45;7.3;189;30.6
28;2021-02-21-2021-02-27;59;608;64.3;332;54.6;14;2.3;53;8.7;209;34.4
28;2021-02-21-2021-02-27;69;505;63.6;270;53.5;22;4.4;46;9.1;167;33.1
28;2021-02-21-2021-02-27;79;305;65.3;145;47.5;12;3.9;28;9.2;120;39.3
28;2021-02-21-2021-02-27;89;203;65.7;93;45.8;4;2;14;6.9;92;45.3
28;2021-02-21-2021-02-27;90;96;70.6;40;41.7;0;0;7;7.3;49;51
28;2021-02-22-2021-02-28;09;164;62.8;89;54.3;5;3;22;13.4;48;29.3
28;2021-02-22-2021-02-28;19;566;64.1;341;60.2;19;3.4;54;9.5;152;26.9
28;2021-02-22-2021-02-28;29;546;60.5;318;58.2;19;3.5;54;9.9;155;28.4
28;2021-02-22-2021-02-28;39;575;59.3;341;59.3;12;2.1;46;8;176;30.6
28;2021-02-22-2021-02-28;49;624;61.7;369;59.1;18;2.9;50;8;187;30
28;2021-02-22-2021-02-28;59;610;63.5;338;55.4;14;2.3;53;8.7;205;33.6
28;2021-02-22-2021-02-28;69;514;63.9;274;53.3;22;4.3;47;9.1;171;33.3
28;2021-02-22-2021-02-28;79;314;64.6;153;48.7;13;4.1;28;8.9;120;38.2
28;2021-02-22-2021-02-28;89;210;65.2;99;47.1;5;2.4;15;7.1;91;43.3
28;2021-02-22-2021-02-28;90;99;70.2;41;41.4;1;1;7;7.1;50;50.5
28;2021-02-23-2021-03-01;09;143;56.7;80;55.9;4;2.8;20;14;39;27.3
28;2021-02-23-2021-03-01;19;564;62.4;348;61.7;18;3.2;52;9.2;146;25.9
28;2021-02-23-2021-03-01;29;546;59.3;336;61.5;21;3.8;46;8.4;143;26.2
28;2021-02-23-2021-03-01;39;574;58.5;364;63.4;12;2.1;48;8.4;150;26.1
28;2021-02-23-2021-03-01;49;628;60.8;386;61.5;19;3;47;7.5;176;28
28;2021-02-23-2021-03-01;59;620;63;371;59.8;16;2.6;53;8.5;180;29
28;2021-02-23-2021-03-01;69;507;63.7;274;54;20;3.9;50;9.9;163;32.1
28;2021-02-23-2021-03-01;79;331;65.5;174;52.6;11;3.3;28;8.5;118;35.6
28;2021-02-23-2021-03-01;89;215;63.2;112;52.1;4;1.9;17;7.9;82;38.1
28;2021-02-23-2021-03-01;90;100;67.6;50;50;1;1;7;7;42;42
28;2021-02-24-2021-03-02;09;155;59.2;91;58.7;2;1.3;19;12.3;43;27.7
28;2021-02-24-2021-03-02;19;566;60.4;352;62.2;16;2.8;46;8.1;152;26.9
28;2021-02-24-2021-03-02;29;602;61.1;380;63.1;25;4.2;45;7.5;152;25.2
28;2021-02-24-2021-03-02;39;579;58.5;382;66;9;1.6;49;8.5;139;24
28;2021-02-24-2021-03-02;49;633;60.9;399;63;19;3;47;7.4;168;26.5
28;2021-02-24-2021-03-02;59;631;62.4;388;61.5;16;2.5;51;8.1;176;27.9
28;2021-02-24-2021-03-02;69;518;62.9;277;53.5;23;4.4;51;9.8;167;32.2
28;2021-02-24-2021-03-02;79;333;65.6;193;58;10;3;28;8.4;102;30.6
28;2021-02-24-2021-03-02;89;205;61.6;113;55.1;4;2;18;8.8;70;34.1
28;2021-02-24-2021-03-02;90;91;65.9;47;51.6;2;2.2;7;7.7;35;38.5
28;2021-02-25-2021-03-03;09;169;61;102;60.4;2;1.2;20;11.8;45;26.6
28;2021-02-25-2021-03-03;19;588;60.1;383;65.1;12;2;44;7.5;149;25.3
28;2021-02-25-2021-03-03;29;618;60.9;398;64.4;22;3.6;53;8.6;145;23.5
28;2021-02-25-2021-03-03;39;587;58.6;383;65.2;13;2.2;50;8.5;141;24
28;2021-02-25-2021-03-03;49;654;60.3;447;68.3;16;2.4;43;6.6;148;22.6
28;2021-02-25-2021-03-03;59;651;63.1;417;64.1;12;1.8;53;8.1;169;26
28;2021-02-25-2021-03-03;69;506;62.5;269;53.2;21;4.2;48;9.5;168;33.2
28;2021-02-25-2021-03-03;79;339;66.5;200;59;10;2.9;28;8.3;101;29.8
28;2021-02-25-2021-03-03;89;200;60.6;115;57.5;4;2;21;10.5;60;30
28;2021-02-25-2021-03-03;90;86;64.2;45;52.3;4;4.7;6;7;31;36
28;2021-02-26-2021-03-04;09;168;62.9;106;63.1;2;1.2;21;12.5;39;23.2
28;2021-02-26-2021-03-04;19;573;59.6;379;66.1;12;2.1;46;8;136;23.7
28;2021-02-26-2021-03-04;29;619;60.7;407;65.8;19;3.1;53;8.6;140;22.6
28;2021-02-26-2021-03-04;39;569;58.5;372;65.4;13;2.3;57;10;127;22.3
28;2021-02-26-2021-03-04;49;657;61.6;461;70.2;19;2.9;44;6.7;133;20.2
28;2021-02-26-2021-03-04;59;658;63.9;428;65;13;2;56;8.5;161;24.5
28;2021-02-26-2021-03-04;69;489;61.2;252;51.5;21;4.3;44;9;172;35.2
28;2021-02-26-2021-03-04;79;327;64.9;197;60.2;7;2.1;26;8;97;29.7
28;2021-02-26-2021-03-04;89;219;60.7;122;55.7;5;2.3;22;10;70;32
28;2021-02-26-2021-03-04;90;80;61.5;44;55;4;5;6;7.5;26;32.5
28;2021-02-27-2021-03-05;09;183;63.1;118;64.5;3;1.6;24;13.1;38;20.8
28;2021-02-27-2021-03-05;19;590;58.6;397;67.3;13;2.2;51;8.6;129;21.9
28;2021-02-27-2021-03-05;29;599;58.8;396;66.1;19;3.2;50;8.3;134;22.4
28;2021-02-27-2021-03-05;39;572;59.1;389;68;14;2.4;58;10.1;111;19.4
28;2021-02-27-2021-03-05;49;659;60.3;470;71.3;16;2.4;50;7.6;123;18.7
28;2021-02-27-2021-03-05;59;672;63.1;442;65.8;14;2.1;60;8.9;156;23.2
28;2021-02-27-2021-03-05;69;507;62.4;272;53.6;21;4.1;44;8.7;170;33.5
28;2021-02-27-2021-03-05;79;330;64.5;200;60.6;6;1.8;25;7.6;99;30
28;2021-02-27-2021-03-05;89;230;59.6;134;58.3;7;3;25;10.9;64;27.8
28;2021-02-27-2021-03-05;90;101;65.2;53;52.5;12;11.9;11;10.9;25;24.8
28;2021-02-28-2021-03-06;09;198;63.5;124;62.6;4;2;24;12.1;46;23.2
28;2021-02-28-2021-03-06;19;605;58.3;412;68.1;13;2.1;50;8.3;130;21.5
28;2021-02-28-2021-03-06;29;621;58.4;417;67.1;24;3.9;53;8.5;127;20.5
28;2021-02-28-2021-03-06;39;581;60.1;396;68.2;14;2.4;60;10.3;111;19.1
28;2021-02-28-2021-03-06;49;668;59.9;476;71.3;18;2.7;50;7.5;124;18.6
28;2021-02-28-2021-03-06;59;680;62.4;460;67.6;11;1.6;60;8.8;149;21.9
28;2021-02-28-2021-03-06;69;500;61.7;274;54.8;20;4;46;9.2;160;32
28;2021-02-28-2021-03-06;79;345;65.3;211;61.2;6;1.7;28;8.1;100;29
28;2021-02-28-2021-03-06;89;230;59.1;136;59.1;6;2.6;27;11.7;61;26.5
28;2021-02-28-2021-03-06;90;98;63.6;49;50;12;12.2;10;10.2;27;27.6
28;2021-03-01-2021-03-07;09;199;64.2;125;62.8;4;2;25;12.6;45;22.6
28;2021-03-01-2021-03-07;19;602;58.4;412;68.4;13;2.2;49;8.1;128;21.3
28;2021-03-01-2021-03-07;29;604;58.1;408;67.5;23;3.8;52;8.6;121;20
28;2021-03-01-2021-03-07;39;562;60.1;384;68.3;14;2.5;58;10.3;106;18.9
28;2021-03-01-2021-03-07;49;665;59.9;479;72;18;2.7;47;7.1;121;18.2
28;2021-03-01-2021-03-07;59;684;63.3;463;67.7;11;1.6;63;9.2;147;21.5
28;2021-03-01-2021-03-07;69;498;61.6;274;55;21;4.2;45;9;158;31.7
28;2021-03-01-2021-03-07;79;341;66.5;208;61;5;1.5;28;8.2;100;29.3
28;2021-03-01-2021-03-07;89;227;59.1;133;58.6;5;2.2;27;11.9;62;27.3
28;2021-03-01-2021-03-07;90;94;62.7;47;50;11;11.7;10;10.6;26;27.7
28;2021-03-02-2021-03-08;09;219;68.2;141;64.4;4;1.8;28;12.8;46;21
28;2021-03-02-2021-03-08;19;594;58.9;419;70.5;13;2.2;52;8.8;110;18.5
28;2021-03-02-2021-03-08;29;585;57.1;399;68.2;19;3.2;52;8.9;115;19.7
28;2021-03-02-2021-03-08;39;570;60.4;402;70.5;12;2.1;55;9.6;101;17.7
28;2021-03-02-2021-03-08;49;675;60.9;508;75.3;18;2.7;40;5.9;109;16.1
28;2021-03-02-2021-03-08;59;684;63.7;468;68.4;9;1.3;63;9.2;144;21.1
28;2021-03-02-2021-03-08;69;492;63.6;293;59.6;20;4.1;35;7.1;144;29.3
28;2021-03-02-2021-03-08;79;321;65;196;61.1;8;2.5;30;9.3;87;27.1
28;2021-03-02-2021-03-08;89;223;60.9;130;58.3;5;2.2;27;12.1;61;27.4
28;2021-03-02-2021-03-08;90;94;66.7;45;47.9;11;11.7;10;10.6;28;29.8
28;2021-03-03-2021-03-09;09;225;69.7;146;64.9;6;2.7;28;12.4;45;20
28;2021-03-03-2021-03-09;19;582;58.8;427;73.4;10;1.7;55;9.5;90;15.5
28;2021-03-03-2021-03-09;29;563;55.4;389;69.1;14;2.5;56;9.9;104;18.5
28;2021-03-03-2021-03-09;39;577;60.7;423;73.3;15;2.6;49;8.5;90;15.6
28;2021-03-03-2021-03-09;49;643;58.6;490;76.2;17;2.6;45;7;91;14.2
28;2021-03-03-2021-03-09;59;664;62.9;465;70;12;1.8;68;10.2;119;17.9
28;2021-03-03-2021-03-09;69;470;62.6;289;61.5;16;3.4;35;7.4;130;27.7
28;2021-03-03-2021-03-09;79;306;62.1;185;60.5;7;2.3;31;10.1;83;27.1
28;2021-03-03-2021-03-09;89;217;61.5;130;59.9;5;2.3;27;12.4;55;25.3
28;2021-03-03-2021-03-09;90;89;68.5;44;49.4;10;11.2;9;10.1;26;29.2
28;2021-03-04-2021-03-10;09;221;68.2;151;68.3;5;2.3;24;10.9;41;18.6
28;2021-03-04-2021-03-10;19;592;57.4;429;72.5;15;2.5;55;9.3;93;15.7
28;2021-03-04-2021-03-10;29;582;54.5;413;71;16;2.7;51;8.8;102;17.5
28;2021-03-04-2021-03-10;39;588;59.3;444;75.5;12;2;43;7.3;89;15.1
28;2021-03-04-2021-03-10;49;645;58;482;74.7;21;3.3;51;7.9;91;14.1
28;2021-03-04-2021-03-10;59;665;62.7;480;72.2;13;2;62;9.3;110;16.5
28;2021-03-04-2021-03-10;69;462;61.6;292;63.2;17;3.7;35;7.6;118;25.5
28;2021-03-04-2021-03-10;79;298;60.4;179;60.1;5;1.7;38;12.8;76;25.5
28;2021-03-04-2021-03-10;89;218;62.3;136;62.4;5;2.3;26;11.9;51;23.4
28;2021-03-04-2021-03-10;90;87;69.6;46;52.9;8;9.2;9;10.3;24;27.6
28;2021-03-05-2021-03-11;09;223;65.6;156;70;4;1.8;23;10.3;40;17.9
28;2021-03-05-2021-03-11;19;591;54.7;432;73.1;17;2.9;49;8.3;93;15.7
28;2021-03-05-2021-03-11;29;564;51.6;414;73.4;15;2.7;47;8.3;88;15.6
28;2021-03-05-2021-03-11;39;578;56.6;443;76.6;9;1.6;38;6.6;88;15.2
28;2021-03-05-2021-03-11;49;627;54.2;474;75.6;18;2.9;52;8.3;83;13.2
28;2021-03-05-2021-03-11;59;649;60;470;72.4;15;2.3;56;8.6;108;16.6
28;2021-03-05-2021-03-11;69;438;58.2;304;69.4;13;3;34;7.8;87;19.9
28;2021-03-05-2021-03-11;79;307;59.4;192;62.5;6;2;39;12.7;70;22.8
28;2021-03-05-2021-03-11;89;201;62.6;130;64.7;6;3;26;12.9;39;19.4
28;2021-03-05-2021-03-11;90;89;70.6;45;50.6;9;10.1;10;11.2;25;28.1
28;2021-03-06-2021-03-12;09;203;55.9;143;70.4;3;1.5;20;9.9;37;18.2
28;2021-03-06-2021-03-12;19;525;47.1;398;75.8;12;2.3;37;7;78;14.9
28;2021-03-06-2021-03-12;29;528;45.2;398;75.4;14;2.7;39;7.4;77;14.6
28;2021-03-06-2021-03-12;39;501;47.6;395;78.8;8;1.6;22;4.4;76;15.2
28;2021-03-06-2021-03-12;49;552;47.1;422;76.4;16;2.9;42;7.6;72;13
28;2021-03-06-2021-03-12;59;563;52.7;415;73.7;12;2.1;41;7.3;95;16.9
28;2021-03-06-2021-03-12;69;372;47.4;265;71.2;11;3;27;7.3;69;18.5
28;2021-03-06-2021-03-12;79;267;50.6;172;64.4;5;1.9;30;11.2;60;22.5
28;2021-03-06-2021-03-12;89;162;54.4;107;66;3;1.9;19;11.7;33;20.4
28;2021-03-06-2021-03-12;90;68;54.8;39;57.4;1;1.5;5;7.4;23;33.8
28;2021-02-12-2021-02-18;0;3076;55.8;1153;37.5;107;3.5;359;11.7;1457;47.4
28;2021-02-13-2021-02-19;0;3353;58.7;1307;39;104;3.1;413;12.3;1529;45.6
28;2021-02-14-2021-02-20;0;3484;59.7;1414;40.6;111;3.2;415;11.9;1544;44.3
28;2021-02-15-2021-02-21;0;3522;60.4;1441;40.9;116;3.3;410;11.6;1555;44.2
28;2021-02-16-2021-02-22;0;3753;62;1636;43.6;115;3.1;413;11;1589;42.3
28;2021-02-17-2021-02-23;0;3877;61.9;1776;45.8;129;3.3;397;10.2;1575;40.6
28;2021-02-18-2021-02-24;0;3905;61.6;1898;48.6;128;3.3;374;9.6;1505;38.5
28;2021-02-19-2021-02-25;0;4080;62;2132;52.3;127;3.1;357;8.8;1464;35.9
28;2021-02-20-2021-02-26;0;4137;62.4;2266;54.8;129;3.1;359;8.7;1383;33.4
28;2021-02-21-2021-02-27;0;4136;62.8;2303;55.7;127;3.1;363;8.8;1343;32.5
28;2021-02-22-2021-02-28;0;4222;62.6;2363;56;128;3;376;8.9;1355;32.1
28;2021-02-23-2021-03-01;0;4228;61.6;2495;59;126;3;368;8.7;1239;29.3
28;2021-02-24-2021-03-02;0;4313;61.4;2622;60.8;126;2.9;361;8.4;1204;27.9
28;2021-02-25-2021-03-03;0;4398;61.3;2759;62.7;116;2.6;366;8.3;1157;26.3
28;2021-02-26-2021-03-04;0;4359;61.3;2768;63.5;115;2.6;375;8.6;1101;25.3
28;2021-02-27-2021-03-05;0;4443;60.8;2871;64.6;125;2.8;398;9;1049;23.6
28;2021-02-28-2021-03-06;0;4526;60.6;2955;65.3;128;2.8;408;9;1035;22.9
28;2021-03-01-2021-03-07;0;4476;60.8;2933;65.5;125;2.8;404;9;1014;22.7
28;2021-03-02-2021-03-08;0;4457;61.4;3001;67.3;119;2.7;392;8.8;945;21.2
28;2021-03-03-2021-03-09;0;4336;60.6;2988;68.9;112;2.6;403;9.3;833;19.2
28;2021-03-04-2021-03-10;0;4358;59.6;3052;70;117;2.7;394;9;795;18.2
28;2021-03-05-2021-03-11;0;4267;57;3060;71.7;112;2.6;374;8.8;721;16.9
28;2021-03-06-2021-03-12;0;3741;48.8;2754;73.6;85;2.3;282;7.5;620;16.6
75;2021-02-12-2021-02-18;09;153;57.3;75;49;4;2.6;12;7.8;62;40.5
75;2021-02-12-2021-02-18;19;434;52;204;47;10;2.3;27;6.2;193;44.5
75;2021-02-12-2021-02-18;29;587;52.7;245;41.7;28;4.8;46;7.8;268;45.7
75;2021-02-12-2021-02-18;39;546;51.8;221;40.5;27;4.9;47;8.6;251;46
75;2021-02-12-2021-02-18;49;578;55.1;257;44.5;13;2.2;32;5.5;276;47.8
75;2021-02-12-2021-02-18;59;508;54.4;168;33.1;21;4.1;51;10;268;52.8
75;2021-02-12-2021-02-18;69;368;55.4;123;33.4;15;4.1;23;6.2;207;56.2
75;2021-02-12-2021-02-18;79;258;53.8;70;27.1;5;1.9;27;10.5;156;60.5
75;2021-02-12-2021-02-18;89;272;55.3;51;18.8;12;4.4;31;11.4;178;65.4
75;2021-02-12-2021-02-18;90;156;48.9;18;11.5;14;9;19;12.2;105;67.3
75;2021-02-13-2021-02-19;09;171;58.8;85;49.7;4;2.3;15;8.8;67;39.2
75;2021-02-13-2021-02-19;19;504;56.2;240;47.6;15;3;30;6;219;43.5
75;2021-02-13-2021-02-19;29;635;56.1;267;42;32;5;44;6.9;292;46
75;2021-02-13-2021-02-19;39;604;55.2;236;39.1;31;5.1;48;7.9;289;47.8
75;2021-02-13-2021-02-19;49;622;57.9;284;45.7;17;2.7;34;5.5;287;46.1
75;2021-02-13-2021-02-19;59;562;57.3;200;35.6;22;3.9;50;8.9;290;51.6
75;2021-02-13-2021-02-19;69;397;57.5;143;36;15;3.8;29;7.3;210;52.9
75;2021-02-13-2021-02-19;79;272;56.3;76;27.9;5;1.8;28;10.3;163;59.9
75;2021-02-13-2021-02-19;89;253;55.2;50;19.8;9;3.6;25;9.9;169;66.8
75;2021-02-13-2021-02-19;90;144;45.4;16;11.1;15;10.4;18;12.5;95;66
75;2021-02-14-2021-02-20;09;173;59.2;89;51.4;4;2.3;15;8.7;65;37.6
75;2021-02-14-2021-02-20;19;523;56.2;249;47.6;18;3.4;37;7.1;219;41.9
75;2021-02-14-2021-02-20;29;644;57.3;275;42.7;31;4.8;42;6.5;296;46
75;2021-02-14-2021-02-20;39;609;55.1;236;38.8;32;5.3;47;7.7;294;48.3
75;2021-02-14-2021-02-20;49;633;57.9;287;45.3;17;2.7;33;5.2;296;46.8
75;2021-02-14-2021-02-20;59;589;57.3;218;37;24;4.1;49;8.3;298;50.6
75;2021-02-14-2021-02-20;69;408;58.9;159;39;14;3.4;29;7.1;206;50.5
75;2021-02-14-2021-02-20;79;283;56.4;84;29.7;5;1.8;30;10.6;164;58
75;2021-02-14-2021-02-20;89;255;55.8;51;20;9;3.5;29;11.4;166;65.1
75;2021-02-14-2021-02-20;90;143;45.5;17;11.9;15;10.5;19;13.3;92;64.3
75;2021-02-15-2021-02-21;09;176;58.3;90;51.1;4;2.3;16;9.1;66;37.5
75;2021-02-15-2021-02-21;19;519;56;246;47.4;18;3.5;38;7.3;217;41.8
75;2021-02-15-2021-02-21;29;644;57.7;274;42.5;31;4.8;44;6.8;295;45.8
75;2021-02-15-2021-02-21;39;614;55.5;236;38.4;32;5.2;48;7.8;298;48.5
75;2021-02-15-2021-02-21;49;632;58.4;286;45.3;17;2.7;34;5.4;295;46.7
75;2021-02-15-2021-02-21;59;587;57.3;221;37.6;24;4.1;46;7.8;296;50.4
75;2021-02-15-2021-02-21;69;411;59.2;161;39.2;14;3.4;29;7.1;207;50.4
75;2021-02-15-2021-02-21;79;286;57;84;29.4;5;1.7;31;10.8;166;58
75;2021-02-15-2021-02-21;89;256;56.8;52;20.3;9;3.5;30;11.7;165;64.5
75;2021-02-15-2021-02-21;90;142;47;17;12;15;10.6;17;12;93;65.5
75;2021-02-16-2021-02-22;09;191;58.4;104;54.5;2;1;16;8.4;69;36.1
75;2021-02-16-2021-02-22;19;597;58.9;300;50.3;22;3.7;40;6.7;235;39.4
75;2021-02-16-2021-02-22;29;679;57;315;46.4;22;3.2;44;6.5;298;43.9
75;2021-02-16-2021-02-22;39;672;57.8;282;42;34;5.1;53;7.9;303;45.1
75;2021-02-16-2021-02-22;49;662;59.4;316;47.7;19;2.9;38;5.7;289;43.7
75;2021-02-16-2021-02-22;59;616;57.1;240;39;24;3.9;50;8.1;302;49
75;2021-02-16-2021-02-22;69;447;58.8;199;44.5;10;2.2;27;6;211;47.2
75;2021-02-16-2021-02-22;79;307;59.6;93;30.3;7;2.3;34;11.1;173;56.4
75;2021-02-16-2021-02-22;89;241;55;57;23.7;9;3.7;27;11.2;148;61.4
75;2021-02-16-2021-02-22;90;141;48.6;20;14.2;18;12.8;15;10.6;88;62.4
75;2021-02-17-2021-02-23;09;204;59.1;116;56.9;3;1.5;15;7.4;70;34.3
75;2021-02-17-2021-02-23;19;648;59.4;356;54.9;19;2.9;41;6.3;232;35.8
75;2021-02-17-2021-02-23;29;698;57.4;334;47.9;22;3.2;47;6.7;295;42.3
75;2021-02-17-2021-02-23;39;680;58.4;301;44.3;34;5;52;7.6;293;43.1
75;2021-02-17-2021-02-23;49;676;59.4;328;48.5;21;3.1;41;6.1;286;42.3
75;2021-02-17-2021-02-23;59;651;58.4;279;42.9;26;4;46;7.1;300;46.1
75;2021-02-17-2021-02-23;69;460;59.4;220;47.8;10;2.2;27;5.9;203;44.1
75;2021-02-17-2021-02-23;79;322;58.3;110;34.2;8;2.5;33;10.2;171;53.1
75;2021-02-17-2021-02-23;89;244;56;76;31.1;9;3.7;25;10.2;134;54.9
75;2021-02-17-2021-02-23;90;149;49.3;33;22.1;17;11.4;14;9.4;85;57
75;2021-02-18-2021-02-24;09;216;60.3;123;56.9;5;2.3;17;7.9;71;32.9
75;2021-02-18-2021-02-24;19;695;61;388;55.8;20;2.9;44;6.3;243;35
75;2021-02-18-2021-02-24;29;726;57.8;356;49;26;3.6;50;6.9;294;40.5
75;2021-02-18-2021-02-24;39;683;58.3;324;47.4;31;4.5;52;7.6;276;40.4
75;2021-02-18-2021-02-24;49;703;60.4;361;51.4;23;3.3;55;7.8;264;37.6
75;2021-02-18-2021-02-24;59;679;59.7;305;44.9;30;4.4;46;6.8;298;43.9
75;2021-02-18-2021-02-24;69;497;60.8;242;48.7;8;1.6;25;5;222;44.7
75;2021-02-18-2021-02-24;79;340;58.4;119;35;7;2.1;36;10.6;178;52.4
75;2021-02-18-2021-02-24;89;234;54.7;85;36.3;8;3.4;25;10.7;116;49.6
75;2021-02-18-2021-02-24;90;145;49.7;36;24.8;10;6.9;17;11.7;82;56.6
75;2021-02-19-2021-02-25;09;224;62.7;128;57.1;6;2.7;16;7.1;74;33
75;2021-02-19-2021-02-25;19;743;62.9;429;57.7;19;2.6;43;5.8;252;33.9
75;2021-02-19-2021-02-25;29;733;58.8;381;52;26;3.5;50;6.8;276;37.7
75;2021-02-19-2021-02-25;39;694;59.6;342;49.3;23;3.3;52;7.5;277;39.9
75;2021-02-19-2021-02-25;49;722;61.6;377;52.2;19;2.6;60;8.3;266;36.8
75;2021-02-19-2021-02-25;59;690;60.9;333;48.3;27;3.9;41;5.9;289;41.9
75;2021-02-19-2021-02-25;69;501;59.1;246;49.1;11;2.2;22;4.4;222;44.3
75;2021-02-19-2021-02-25;79;336;58.3;121;36;5;1.5;39;11.6;171;50.9
75;2021-02-19-2021-02-25;89;214;52.3;81;37.9;8;3.7;21;9.8;104;48.6
75;2021-02-19-2021-02-25;90;130;46.1;24;18.5;10;7.7;17;13.1;79;60.8
75;2021-02-20-2021-02-26;09;212;62.7;131;61.8;5;2.4;11;5.2;65;30.7
75;2021-02-20-2021-02-26;19;749;63.9;451;60.2;17;2.3;41;5.5;240;32
75;2021-02-20-2021-02-26;29;726;59.2;398;54.8;24;3.3;46;6.3;258;35.5
75;2021-02-20-2021-02-26;39;661;59.7;345;52.2;24;3.6;45;6.8;247;37.4
75;2021-02-20-2021-02-26;49;716;61.1;395;55.2;17;2.4;56;7.8;248;34.6
75;2021-02-20-2021-02-26;59;680;59.8;340;50;24;3.5;36;5.3;280;41.2
75;2021-02-20-2021-02-26;69;518;60.2;261;50.4;12;2.3;18;3.5;227;43.8
75;2021-02-20-2021-02-26;79;325;57.2;125;38.5;4;1.2;36;11.1;160;49.2
75;2021-02-20-2021-02-26;89;217;53.3;84;38.7;10;4.6;25;11.5;98;45.2
75;2021-02-20-2021-02-26;90;130;49.1;29;22.3;10;7.7;15;11.5;76;58.5
75;2021-02-21-2021-02-27;09;212;62.4;128;60.4;5;2.4;12;5.7;67;31.6
75;2021-02-21-2021-02-27;19;743;65.1;458;61.6;15;2;36;4.8;234;31.5
75;2021-02-21-2021-02-27;29;734;58.7;411;56;23;3.1;47;6.4;253;34.5
75;2021-02-21-2021-02-27;39;649;59.5;344;53;22;3.4;44;6.8;239;36.8
75;2021-02-21-2021-02-27;49;717;61.5;398;55.5;18;2.5;57;7.9;244;34
75;2021-02-21-2021-02-27;59;669;60.1;339;50.7;22;3.3;36;5.4;272;40.7
75;2021-02-21-2021-02-27;69;517;59.8;252;48.7;14;2.7;18;3.5;233;45.1
75;2021-02-21-2021-02-27;79;325;57.4;128;39.4;4;1.2;35;10.8;158;48.6
75;2021-02-21-2021-02-27;89;217;53.2;87;40.1;9;4.1;23;10.6;98;45.2
75;2021-02-21-2021-02-27;90;131;48.9;30;22.9;10;7.6;15;11.5;76;58
75;2021-02-22-2021-02-28;09;209;63.3;127;60.8;5;2.4;11;5.3;66;31.6
75;2021-02-22-2021-02-28;19;745;65.1;459;61.6;15;2;36;4.8;235;31.5
75;2021-02-22-2021-02-28;29;737;59;413;56;23;3.1;47;6.4;254;34.5
75;2021-02-22-2021-02-28;39;649;59.2;346;53.3;23;3.5;43;6.6;237;36.5
