reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
76;2021-02-25-2021-03-03;19;1020;63.9;685;67.2;16;1.6;48;4.7;271;26.6
76;2021-02-25-2021-03-03;29;1046;61.4;675;64.5;13;1.2;54;5.2;304;29.1
76;2021-02-25-2021-03-03;39;1040;62;729;70.1;14;1.3;54;5.2;243;23.4
76;2021-02-25-2021-03-03;49;1012;63.6;680;67.2;15;1.5;64;6.3;253;25
76;2021-02-25-2021-03-03;59;984;62.4;656;66.7;14;1.4;54;5.5;260;26.4
76;2021-02-25-2021-03-03;69;659;58.3;397;60.2;15;2.3;47;7.1;200;30.3
76;2021-02-25-2021-03-03;79;433;60.9;256;59.1;5;1.2;32;7.4;140;32.3
76;2021-02-25-2021-03-03;89;333;62.7;177;53.2;3;0.9;33;9.9;120;36
76;2021-02-25-2021-03-03;90;158;67.5;64;40.5;2;1.3;19;12;73;46.2
76;2021-02-26-2021-03-04;09;320;63.6;237;74.1;4;1.2;13;4.1;66;20.6
76;2021-02-26-2021-03-04;19;1004;61.2;686;68.3;18;1.8;50;5;250;24.9
76;2021-02-26-2021-03-04;29;1036;60.2;687;66.3;15;1.4;55;5.3;279;26.9
76;2021-02-26-2021-03-04;39;1018;60.6;725;71.2;15;1.5;52;5.1;226;22.2
76;2021-02-26-2021-03-04;49;1009;62.7;690;68.4;14;1.4;56;5.6;249;24.7
76;2021-02-26-2021-03-04;59;932;60.1;640;68.7;9;1;49;5.3;234;25.1
76;2021-02-26-2021-03-04;69;622;56;386;62.1;9;1.4;46;7.4;181;29.1
76;2021-02-26-2021-03-04;79;412;58.7;252;61.2;5;1.2;27;6.6;128;31.1
76;2021-02-26-2021-03-04;89;322;60.1;180;55.9;3;0.9;29;9;110;34.2
76;2021-02-26-2021-03-04;90;126;61.2;55;43.7;2;1.6;15;11.9;54;42.9
76;2021-02-27-2021-03-05;09;314;59.9;226;72;3;1;16;5.1;69;22
76;2021-02-27-2021-03-05;19;970;58;679;70;15;1.5;55;5.7;221;22.8
76;2021-02-27-2021-03-05;29;968;56.6;671;69.3;16;1.7;49;5.1;232;24
76;2021-02-27-2021-03-05;39;931;56.7;675;72.5;13;1.4;48;5.2;195;20.9
76;2021-02-27-2021-03-05;49;934;58.4;643;68.8;13;1.4;50;5.4;228;24.4
76;2021-02-27-2021-03-05;59;861;56.7;581;67.5;9;1;55;6.4;216;25.1
76;2021-02-27-2021-03-05;69;567;52.7;357;63;6;1.1;44;7.8;160;28.2
76;2021-02-27-2021-03-05;79;399;53.8;246;61.7;3;0.8;25;6.3;125;31.3
76;2021-02-27-2021-03-05;89;291;58.4;161;55.3;1;0.3;27;9.3;102;35.1
76;2021-02-27-2021-03-05;90;117;58.2;58;49.6;0;0;12;10.3;47;40.2
76;2021-02-12-2021-02-18;0;6449;55.6;3094;48;68;1.1;595;9.2;2692;41.7
76;2021-02-13-2021-02-19;0;6924;60.6;3247;46.9;85;1.2;587;8.5;3005;43.4
76;2021-02-14-2021-02-20;0;7116;62.6;3358;47.2;95;1.3;580;8.2;3083;43.3
76;2021-02-15-2021-02-21;0;7143;62.7;3389;47.4;96;1.3;577;8.1;3081;43.1
76;2021-02-16-2021-02-22;0;7247;63.4;3654;50.4;94;1.3;544;7.5;2955;40.8
76;2021-02-17-2021-02-23;0;7203;63.5;3739;51.9;95;1.3;572;7.9;2797;38.8
76;2021-02-18-2021-02-24;0;7265;63.8;3942;54.3;99;1.4;561;7.7;2663;36.7
76;2021-02-19-2021-02-25;0;7194;63.5;4062;56.5;98;1.4;569;7.9;2465;34.3
76;2021-02-20-2021-02-26;0;7164;63.7;4183;58.4;101;1.4;545;7.6;2335;32.6
76;2021-02-21-2021-02-27;0;7216;64;4251;58.9;93;1.3;542;7.5;2330;32.3
76;2021-02-22-2021-02-28;0;7232;64.1;4276;59.1;99;1.4;539;7.5;2318;32.1
76;2021-02-23-2021-03-01;0;7198;64;4409;61.3;110;1.5;492;6.8;2187;30.4
76;2021-02-24-2021-03-02;0;7149;63.5;4526;63.3;108;1.5;442;6.2;2073;29
76;2021-02-25-2021-03-03;0;6996;62.3;4549;65;102;1.5;418;6;1927;27.5
76;2021-02-26-2021-03-04;0;6811;60.4;4543;66.7;95;1.4;392;5.8;1781;26.1
76;2021-02-27-2021-03-05;0;6364;56.8;4305;67.6;80;1.3;381;6;1598;25.1
28;2021-02-12-2021-02-18;09;152;55.3;61;40.1;8;5.3;19;12.5;64;42.1
28;2021-02-12-2021-02-18;19;442;56.2;188;42.5;26;5.9;62;14;166;37.6
28;2021-02-12-2021-02-18;29;377;54;158;41.9;15;4;48;12.7;156;41.4
28;2021-02-12-2021-02-18;39;447;57.2;143;32;16;3.6;58;13;230;51.5
28;2021-02-12-2021-02-18;49;460;56.9;207;45;12;2.6;47;10.2;194;42.2
28;2021-02-12-2021-02-18;59;400;54.6;169;42.2;15;3.8;47;11.8;169;42.2
28;2021-02-12-2021-02-18;69;322;54.3;103;32;6;1.9;33;10.2;180;55.9
28;2021-02-12-2021-02-18;79;222;57.7;63;28.4;7;3.2;24;10.8;128;57.7
28;2021-02-12-2021-02-18;89;173;54.6;43;24.9;1;0.6;16;9.2;113;65.3
28;2021-02-12-2021-02-18;90;70;55.1;15;21.4;0;0;2;2.9;53;75.7
28;2021-02-13-2021-02-19;09;156;60.5;67;42.9;5;3.2;19;12.2;65;41.7
28;2021-02-13-2021-02-19;19;488;59.2;213;43.6;25;5.1;69;14.1;181;37.1
28;2021-02-13-2021-02-19;29;424;55;189;44.6;11;2.6;56;13.2;168;39.6
28;2021-02-13-2021-02-19;39;484;59.3;165;34.1;17;3.5;65;13.4;237;49
28;2021-02-13-2021-02-19;49;488;59.1;217;44.5;11;2.3;56;11.5;204;41.8
28;2021-02-13-2021-02-19;59;450;59.2;194;43.1;18;4;50;11.1;188;41.8
28;2021-02-13-2021-02-19;69;357;58;118;33.1;7;2;44;12.3;188;52.7
28;2021-02-13-2021-02-19;79;237;61.1;78;32.9;8;3.4;27;11.4;124;52.3
28;2021-02-13-2021-02-19;89;185;58.7;48;25.9;1;0.5;19;10.3;117;63.2
28;2021-02-13-2021-02-19;90;70;54.7;14;20;0;0;4;5.7;52;74.3
28;2021-02-14-2021-02-20;09;154;62.6;72;46.8;5;3.2;20;13;57;37
28;2021-02-14-2021-02-20;19;514;59.9;226;44;28;5.4;74;14.4;186;36.2
28;2021-02-14-2021-02-20;29;438;55.9;195;44.5;12;2.7;53;12.1;178;40.6
28;2021-02-14-2021-02-20;39;506;59.6;186;36.8;18;3.6;60;11.9;242;47.8
28;2021-02-14-2021-02-20;49;510;59.4;240;47.1;14;2.7;55;10.8;201;39.4
28;2021-02-14-2021-02-20;59;476;60.9;209;43.9;17;3.6;54;11.3;196;41.2
28;2021-02-14-2021-02-20;69;362;58.5;131;36.2;7;1.9;43;11.9;181;50
28;2021-02-14-2021-02-20;79;246;62.1;81;32.9;8;3.3;30;12.2;127;51.6
28;2021-02-14-2021-02-20;89;182;59.7;51;28;1;0.5;17;9.3;113;62.1
28;2021-02-14-2021-02-20;90;78;58.6;15;19.2;0;0;5;6.4;58;74.4
28;2021-02-15-2021-02-21;09;155;64;73;47.1;5;3.2;20;12.9;57;36.8
28;2021-02-15-2021-02-21;19;519;60.7;230;44.3;28;5.4;74;14.3;187;36
28;2021-02-15-2021-02-21;29;446;56.5;198;44.4;14;3.1;52;11.7;182;40.8
28;2021-02-15-2021-02-21;39;510;60.4;191;37.5;20;3.9;59;11.6;240;47.1
28;2021-02-15-2021-02-21;49;519;60;246;47.4;14;2.7;54;10.4;205;39.5
28;2021-02-15-2021-02-21;59;486;61.7;214;44;17;3.5;54;11.1;201;41.4
28;2021-02-15-2021-02-21;69;362;58.3;132;36.5;8;2.2;42;11.6;180;49.7
28;2021-02-15-2021-02-21;79;247;62.8;82;33.2;8;3.2;29;11.7;128;51.8
28;2021-02-15-2021-02-21;89;182;61.9;51;28;1;0.5;17;9.3;113;62.1
28;2021-02-15-2021-02-21;90;78;60;16;20.5;0;0;5;6.4;57;73.1
28;2021-02-16-2021-02-22;09;175;66.8;84;48;6;3.4;24;13.7;61;34.9
28;2021-02-16-2021-02-22;19;547;61.4;256;46.8;23;4.2;71;13;197;36
28;2021-02-16-2021-02-22;29;481;58.7;225;46.8;13;2.7;56;11.6;187;38.9
28;2021-02-16-2021-02-22;39;532;61.9;215;40.4;19;3.6;51;9.6;247;46.4
28;2021-02-16-2021-02-22;49;562;61;281;50;12;2.1;62;11;207;36.8
28;2021-02-16-2021-02-22;59;515;62.3;235;45.6;16;3.1;51;9.9;213;41.4
28;2021-02-16-2021-02-22;69;399;60.8;165;41.4;13;3.3;46;11.5;175;43.9
28;2021-02-16-2021-02-22;79;261;66.2;92;35.2;10;3.8;27;10.3;132;50.6
28;2021-02-16-2021-02-22;89;173;62.2;50;28.9;2;1.2;16;9.2;105;60.7
28;2021-02-16-2021-02-22;90;77;61.1;18;23.4;0;0;4;5.2;55;71.4
28;2021-02-17-2021-02-23;09;167;65.2;80;47.9;7;4.2;26;15.6;54;32.3
28;2021-02-17-2021-02-23;19;566;64;281;49.6;25;4.4;69;12.2;191;33.7
28;2021-02-17-2021-02-23;29;482;57;233;48.3;14;2.9;54;11.2;181;37.6
28;2021-02-17-2021-02-23;39;530;60.4;231;43.6;22;4.2;44;8.3;233;44
28;2021-02-17-2021-02-23;49;595;60.7;310;52.1;16;2.7;51;8.6;218;36.6
28;2021-02-17-2021-02-23;59;541;62.5;253;46.8;17;3.1;47;8.7;224;41.4
28;2021-02-17-2021-02-23;69;410;60.6;187;45.6;14;3.4;49;12;160;39
28;2021-02-17-2021-02-23;79;273;66.1;101;37;11;4;29;10.6;132;48.4
28;2021-02-17-2021-02-23;89;185;61.9;57;30.8;3;1.6;17;9.2;108;58.4
28;2021-02-17-2021-02-23;90;89;61.4;20;22.5;0;0;6;6.7;63;70.8
28;2021-02-18-2021-02-24;09;158;60.3;81;51.3;5;3.2;26;16.5;46;29.1
28;2021-02-18-2021-02-24;19;555;64;293;52.8;25;4.5;61;11;176;31.7
28;2021-02-18-2021-02-24;29;479;57.6;246;51.4;17;3.5;46;9.6;170;35.5
28;2021-02-18-2021-02-24;39;502;57.5;241;48;18;3.6;38;7.6;205;40.8
28;2021-02-18-2021-02-24;49;600;61;310;51.7;17;2.8;49;8.2;224;37.3
28;2021-02-18-2021-02-24;59;563;62.6;270;48;17;3;48;8.5;228;40.5
28;2021-02-18-2021-02-24;69;441;60.7;219;49.7;15;3.4;52;11.8;155;35.1
28;2021-02-18-2021-02-24;79;285;65.2;124;43.5;11;3.9;26;9.1;124;43.5
28;2021-02-18-2021-02-24;89;183;62.5;63;34.4;3;1.6;13;7.1;104;56.8
28;2021-02-18-2021-02-24;90;92;61.7;25;27.2;0;0;5;5.4;62;67.4
28;2021-02-19-2021-02-25;09;160;59.7;89;55.6;6;3.8;19;11.9;46;28.7
28;2021-02-19-2021-02-25;19;571;64.6;329;57.6;23;4;53;9.3;166;29.1
28;2021-02-19-2021-02-25;29;506;58.1;268;53;20;4;47;9.3;171;33.8
28;2021-02-19-2021-02-25;39;531;57.8;290;54.6;17;3.2;35;6.6;189;35.6
28;2021-02-19-2021-02-25;49;606;60.7;330;54.5;17;2.8;48;7.9;211;34.8
28;2021-02-19-2021-02-25;59;596;63.2;300;50.3;12;2;50;8.4;234;39.3
28;2021-02-19-2021-02-25;69;483;62.3;252;52.2;19;3.9;49;10.1;163;33.7
28;2021-02-19-2021-02-25;79;298;65.2;136;45.6;11;3.7;26;8.7;125;41.9
28;2021-02-19-2021-02-25;89;191;64.1;81;42.4;2;1;13;6.8;95;49.7
28;2021-02-19-2021-02-25;90;91;62.3;32;35.2;0;0;6;6.6;53;58.2
28;2021-02-20-2021-02-26;09;163;61.5;90;55.2;6;3.7;21;12.9;46;28.2
28;2021-02-20-2021-02-26;19;552;63.9;326;59.1;22;4;52;9.4;152;27.5
28;2021-02-20-2021-02-26;29;528;59.6;301;57;21;4;47;8.9;159;30.1
28;2021-02-20-2021-02-26;39;555;58;317;57.1;14;2.5;40;7.2;184;33.2
28;2021-02-20-2021-02-26;49;619;61.2;360;58.2;21;3.4;42;6.8;196;31.7
28;2021-02-20-2021-02-26;59;593;63.3;321;54.1;11;1.9;53;8.9;208;35.1
28;2021-02-20-2021-02-26;69;480;61.5;260;54.2;19;4;43;9;158;32.9
28;2021-02-20-2021-02-26;79;306;65.2;141;46.1;12;3.9;31;10.1;122;39.9
28;2021-02-20-2021-02-26;89;198;64.9;89;44.9;3;1.5;13;6.6;93;47
28;2021-02-20-2021-02-26;90;92;68.1;34;37;0;0;4;4.3;54;58.7
28;2021-02-21-2021-02-27;09;161;62.6;89;55.3;5;3.1;22;13.7;45;28
28;2021-02-21-2021-02-27;19;551;63.6;333;60.4;19;3.4;51;9.3;148;26.9
28;2021-02-21-2021-02-27;29;521;59.8;304;58.3;20;3.8;48;9.2;149;28.6
28;2021-02-21-2021-02-27;39;546;58.4;318;58.2;14;2.6;42;7.7;172;31.5
28;2021-02-21-2021-02-27;49;614;61.5;364;59.3;17;2.8;45;7.3;188;30.6
28;2021-02-21-2021-02-27;59;596;63.2;329;55.2;13;2.2;50;8.4;204;34.2
28;2021-02-21-2021-02-27;69;500;63.1;266;53.2;22;4.4;45;9;167;33.4
28;2021-02-21-2021-02-27;79;302;64.8;144;47.7;12;4;28;9.3;118;39.1
28;2021-02-21-2021-02-27;89;203;65.7;93;45.8;4;2;14;6.9;92;45.3
28;2021-02-21-2021-02-27;90;93;68.4;39;41.9;0;0;5;5.4;49;52.7
28;2021-02-22-2021-02-28;09;163;62.5;88;54;5;3.1;22;13.5;48;29.4
28;2021-02-22-2021-02-28;19;560;63.4;338;60.4;19;3.4;52;9.3;151;27
28;2021-02-22-2021-02-28;29;538;59.9;315;58.6;19;3.5;51;9.5;153;28.4
28;2021-02-22-2021-02-28;39;568;58.7;336;59.2;12;2.1;44;7.7;176;31
28;2021-02-22-2021-02-28;49;620;61.4;366;59;18;2.9;50;8.1;186;30
28;2021-02-22-2021-02-28;59;597;62.3;334;55.9;13;2.2;50;8.4;200;33.5
28;2021-02-22-2021-02-28;69;509;63.3;270;53;22;4.3;46;9;171;33.6
28;2021-02-22-2021-02-28;79;311;64.1;152;48.9;13;4.2;28;9;118;37.9
28;2021-02-22-2021-02-28;89;210;65.2;99;47.1;5;2.4;15;7.1;91;43.3
28;2021-02-22-2021-02-28;90;96;68.1;40;41.7;1;1;5;5.2;50;52.1
28;2021-02-23-2021-03-01;09;142;56.3;79;55.6;4;2.8;20;14.1;39;27.5
28;2021-02-23-2021-03-01;19;558;61.8;345;61.8;18;3.2;50;9;145;26
28;2021-02-23-2021-03-01;29;543;59;336;61.9;21;3.9;43;7.9;143;26.3
28;2021-02-23-2021-03-01;39;569;58.1;361;63.4;12;2.1;46;8.1;150;26.4
28;2021-02-23-2021-03-01;49;623;60.4;383;61.5;19;3;46;7.4;175;28.1
28;2021-02-23-2021-03-01;59;609;61.9;367;60.3;15;2.5;50;8.2;177;29.1
28;2021-02-23-2021-03-01;69;503;63.4;270;53.7;20;4;50;9.9;163;32.4
28;2021-02-23-2021-03-01;79;329;65.1;174;52.9;11;3.3;28;8.5;116;35.3
28;2021-02-23-2021-03-01;89;215;63.2;112;52.1;4;1.9;17;7.9;82;38.1
28;2021-02-23-2021-03-01;90;97;65.5;49;50.5;1;1;5;5.2;42;43.3
28;2021-02-24-2021-03-02;09;153;58.4;89;58.2;2;1.3;19;12.4;43;28.1
28;2021-02-24-2021-03-02;19;560;60;351;62.7;16;2.9;44;7.9;149;26.6
28;2021-02-24-2021-03-02;29;595;60.5;378;63.5;25;4.2;42;7.1;150;25.2
28;2021-02-24-2021-03-02;39;575;58.1;381;66.3;9;1.6;47;8.2;138;24
28;2021-02-24-2021-03-02;49;625;60.3;394;63;19;3;45;7.2;167;26.7
28;2021-02-24-2021-03-02;59;616;61.1;382;62;15;2.4;48;7.8;171;27.8
28;2021-02-24-2021-03-02;69;512;62.6;272;53.1;23;4.5;51;10;166;32.4
28;2021-02-24-2021-03-02;79;330;65.1;191;57.9;10;3;27;8.2;102;30.9
28;2021-02-24-2021-03-02;89;205;61.6;113;55.1;4;2;18;8.8;70;34.1
28;2021-02-24-2021-03-02;90;89;64.5;47;52.8;2;2.2;5;5.6;35;39.3
28;2021-02-25-2021-03-03;09;165;60;99;60;2;1.2;19;11.5;45;27.3
28;2021-02-25-2021-03-03;19;578;59.3;381;65.9;12;2.1;40;6.9;145;25.1
28;2021-02-25-2021-03-03;29;607;60;394;64.9;21;3.5;50;8.2;142;23.4
28;2021-02-25-2021-03-03;39;578;57.8;379;65.6;13;2.2;47;8.1;139;24
28;2021-02-25-2021-03-03;49;640;59.3;437;68.3;16;2.5;40;6.2;147;23
28;2021-02-25-2021-03-03;59;632;61.5;409;64.7;11;1.7;47;7.4;165;26.1
28;2021-02-25-2021-03-03;69;496;61.9;263;53;21;4.2;47;9.5;165;33.3
28;2021-02-25-2021-03-03;79;332;65.4;194;58.4;10;3;27;8.1;101;30.4
28;2021-02-25-2021-03-03;89;197;59.7;114;57.9;4;2;20;10.2;59;29.9
28;2021-02-25-2021-03-03;90;85;63.9;45;52.9;4;4.7;6;7.1;30;35.3
28;2021-02-26-2021-03-04;09;154;58.3;94;61;2;1.3;19;12.3;39;25.3
28;2021-02-26-2021-03-04;19;535;56.3;357;66.7;11;2.1;41;7.7;126;23.6
28;2021-02-26-2021-03-04;29;568;56.1;379;66.7;16;2.8;47;8.3;126;22.2
28;2021-02-26-2021-03-04;39;524;54.1;345;65.8;11;2.1;47;9;121;23.1
28;2021-02-26-2021-03-04;49;607;57.6;425;70;18;3;37;6.1;127;20.9
28;2021-02-26-2021-03-04;59;599;58.7;397;66.3;12;2;40;6.7;150;25
28;2021-02-26-2021-03-04;69;442;56.3;236;53.4;19;4.3;41;9.3;146;33
28;2021-02-26-2021-03-04;79;309;61.6;185;59.9;7;2.3;24;7.8;93;30.1
28;2021-02-26-2021-03-04;89;196;55.4;110;56.1;5;2.6;19;9.7;62;31.6
28;2021-02-26-2021-03-04;90;77;59.7;42;54.5;4;5.2;6;7.8;25;32.5
28;2021-02-27-2021-03-05;09;147;51.6;95;64.6;2;1.4;18;12.2;32;21.8
28;2021-02-27-2021-03-05;19;482;48.6;333;69.1;7;1.5;33;6.8;109;22.6
28;2021-02-27-2021-03-05;29;495;49.5;329;66.5;15;3;38;7.7;113;22.8
28;2021-02-27-2021-03-05;39;461;48;318;69;12;2.6;35;7.6;96;20.8
28;2021-02-27-2021-03-05;49;541;50.5;383;70.8;14;2.6;35;6.5;109;20.1
28;2021-02-27-2021-03-05;59;536;51;361;67.4;8;1.5;31;5.8;136;25.4
28;2021-02-27-2021-03-05;69;405;51.3;225;55.6;17;4.2;34;8.4;129;31.9
28;2021-02-27-2021-03-05;79;278;54.9;168;60.4;5;1.8;16;5.8;89;32
28;2021-02-27-2021-03-05;89;178;47.7;105;59;5;2.8;16;9;52;29.2
28;2021-02-27-2021-03-05;90;75;50;43;57.3;4;5.3;7;9.3;21;28
28;2021-02-12-2021-02-18;0;3065;55.7;1150;37.5;106;3.5;356;11.6;1453;47.4
28;2021-02-13-2021-02-19;0;3340;58.5;1303;39;103;3.1;409;12.2;1525;45.7
28;2021-02-14-2021-02-20;0;3467;59.5;1406;40.6;110;3.2;411;11.9;1540;44.4
28;2021-02-15-2021-02-21;0;3505;60.2;1433;40.9;115;3.3;406;11.6;1551;44.3
28;2021-02-16-2021-02-22;0;3723;61.6;1621;43.5;114;3.1;408;11;1580;42.4
28;2021-02-17-2021-02-23;0;3839;61.4;1753;45.7;129;3.4;392;10.2;1565;40.8
28;2021-02-18-2021-02-24;0;3859;61;1872;48.5;128;3.3;364;9.4;1495;38.7
28;2021-02-19-2021-02-25;0;4034;61.5;2107;52.2;127;3.1;346;8.6;1454;36
28;2021-02-20-2021-02-26;0;4086;61.8;2239;54.8;129;3.2;346;8.5;1372;33.6
28;2021-02-21-2021-02-27;0;4087;62.1;2279;55.8;126;3.1;350;8.6;1332;32.6
28;2021-02-22-2021-02-28;0;4172;62;2338;56;127;3;363;8.7;1344;32.2
28;2021-02-23-2021-03-01;0;4188;61.1;2476;59.1;125;3;355;8.5;1232;29.4
28;2021-02-24-2021-03-02;0;4260;60.8;2598;61;125;2.9;346;8.1;1191;28
28;2021-02-25-2021-03-03;0;4310;60.4;2715;63;114;2.6;343;8;1138;26.4
28;2021-02-26-2021-03-04;0;4011;57;2570;64.1;105;2.6;321;8;1015;25.3
28;2021-02-27-2021-03-05;0;3598;50.1;2360;65.6;89;2.5;263;7.3;886;24.6
75;2021-02-12-2021-02-18;09;152;56.9;74;48.7;4;2.6;12;7.9;62;40.8
75;2021-02-12-2021-02-18;19;433;51.9;204;47.1;10;2.3;27;6.2;192;44.3
75;2021-02-12-2021-02-18;29;587;52.7;245;41.7;28;4.8;46;7.8;268;45.7
75;2021-02-12-2021-02-18;39;545;51.8;221;40.6;27;5;46;8.4;251;46.1
75;2021-02-12-2021-02-18;49;577;55;256;44.4;13;2.3;32;5.5;276;47.8
75;2021-02-12-2021-02-18;59;507;54.3;168;33.1;21;4.1;51;10.1;267;52.7
75;2021-02-12-2021-02-18;69;368;55.4;123;33.4;15;4.1;23;6.2;207;56.2
75;2021-02-12-2021-02-18;79;258;53.9;70;27.1;5;1.9;27;10.5;156;60.5
75;2021-02-12-2021-02-18;89;271;55.2;51;18.8;12;4.4;30;11.1;178;65.7
75;2021-02-12-2021-02-18;90;156;48.9;18;11.5;14;9;19;12.2;105;67.3
75;2021-02-13-2021-02-19;09;170;58.4;84;49.4;4;2.4;15;8.8;67;39.4
75;2021-02-13-2021-02-19;19;503;56.1;240;47.7;15;3;30;6;218;43.3
75;2021-02-13-2021-02-19;29;635;56.1;267;42;32;5;44;6.9;292;46
75;2021-02-13-2021-02-19;39;603;55.2;236;39.1;31;5.1;47;7.8;289;47.9
75;2021-02-13-2021-02-19;49;621;57.8;283;45.6;17;2.7;34;5.5;287;46.2
75;2021-02-13-2021-02-19;59;562;57.3;200;35.6;22;3.9;50;8.9;290;51.6
75;2021-02-13-2021-02-19;69;397;57.5;143;36;15;3.8;29;7.3;210;52.9
75;2021-02-13-2021-02-19;79;272;56.4;76;27.9;5;1.8;28;10.3;163;59.9
75;2021-02-13-2021-02-19;89;252;55.1;50;19.8;9;3.6;24;9.5;169;67.1
75;2021-02-13-2021-02-19;90;144;45.4;16;11.1;15;10.4;18;12.5;95;66
75;2021-02-14-2021-02-20;09;172;58.9;88;51.2;4;2.3;15;8.7;65;37.8
75;2021-02-14-2021-02-20;19;522;56.1;249;47.7;18;3.4;37;7.1;218;41.8
75;2021-02-14-2021-02-20;29;644;57.3;275;42.7;31;4.8;42;6.5;296;46
75;2021-02-14-2021-02-20;39;608;55;236;38.8;32;5.3;46;7.6;294;48.4
75;2021-02-14-2021-02-20;49;632;57.8;286;45.3;17;2.7;33;5.2;296;46.8
75;2021-02-14-2021-02-20;59;589;57.4;218;37;24;4.1;49;8.3;298;50.6
75;2021-02-14-2021-02-20;69;408;58.9;159;39;14;3.4;29;7.1;206;50.5
75;2021-02-14-2021-02-20;79;282;56.3;83;29.4;5;1.8;30;10.6;164;58.2
75;2021-02-14-2021-02-20;89;254;55.7;51;20.1;9;3.5;28;11;166;65.4
75;2021-02-14-2021-02-20;90;143;45.5;17;11.9;15;10.5;19;13.3;92;64.3
75;2021-02-15-2021-02-21;09;176;58.3;90;51.1;4;2.3;16;9.1;66;37.5
75;2021-02-15-2021-02-21;19;518;55.9;246;47.5;18;3.5;38;7.3;216;41.7
75;2021-02-15-2021-02-21;29;644;57.7;274;42.5;31;4.8;44;6.8;295;45.8
75;2021-02-15-2021-02-21;39;613;55.5;236;38.5;32;5.2;47;7.7;298;48.6
75;2021-02-15-2021-02-21;49;631;58.3;285;45.2;17;2.7;34;5.4;295;46.8
75;2021-02-15-2021-02-21;59;587;57.4;221;37.6;24;4.1;46;7.8;296;50.4
75;2021-02-15-2021-02-21;69;411;59.2;161;39.2;14;3.4;29;7.1;207;50.4
75;2021-02-15-2021-02-21;79;285;56.9;83;29.1;5;1.8;31;10.9;166;58.2
75;2021-02-15-2021-02-21;89;255;56.7;52;20.4;9;3.5;29;11.4;165;64.7
75;2021-02-15-2021-02-21;90;142;47;17;12;15;10.6;17;12;93;65.5
75;2021-02-16-2021-02-22;09;191;58.4;104;54.5;2;1;16;8.4;69;36.1
75;2021-02-16-2021-02-22;19;596;58.8;300;50.3;22;3.7;40;6.7;234;39.3
75;2021-02-16-2021-02-22;29;678;56.9;314;46.3;22;3.2;44;6.5;298;44
75;2021-02-16-2021-02-22;39;672;57.8;282;42;34;5.1;53;7.9;303;45.1
75;2021-02-16-2021-02-22;49;661;59.3;315;47.7;19;2.9;38;5.7;289;43.7
75;2021-02-16-2021-02-22;59;616;57.2;240;39;24;3.9;50;8.1;302;49
75;2021-02-16-2021-02-22;69;447;58.8;199;44.5;10;2.2;27;6;211;47.2
75;2021-02-16-2021-02-22;79;306;59.5;92;30.1;7;2.3;34;11.1;173;56.5
75;2021-02-16-2021-02-22;89;241;55;57;23.7;9;3.7;27;11.2;148;61.4
75;2021-02-16-2021-02-22;90;141;48.6;20;14.2;18;12.8;15;10.6;88;62.4
75;2021-02-17-2021-02-23;09;204;59.1;116;56.9;3;1.5;15;7.4;70;34.3
75;2021-02-17-2021-02-23;19;647;59.4;356;55;19;2.9;41;6.3;231;35.7
75;2021-02-17-2021-02-23;29;697;57.3;333;47.8;22;3.2;47;6.7;295;42.3
75;2021-02-17-2021-02-23;39;680;58.4;301;44.3;34;5;52;7.6;293;43.1
75;2021-02-17-2021-02-23;49;676;59.4;328;48.5;21;3.1;41;6.1;286;42.3
75;2021-02-17-2021-02-23;59;650;58.5;279;42.9;25;3.8;46;7.1;300;46.2
75;2021-02-17-2021-02-23;69;460;59.4;220;47.8;10;2.2;27;5.9;203;44.1
75;2021-02-17-2021-02-23;79;321;58.3;109;34;8;2.5;33;10.3;171;53.3
75;2021-02-17-2021-02-23;89;243;55.7;76;31.3;9;3.7;25;10.3;133;54.7
75;2021-02-17-2021-02-23;90;149;49.3;33;22.1;17;11.4;14;9.4;85;57
75;2021-02-18-2021-02-24;09;216;60.3;123;56.9;5;2.3;17;7.9;71;32.9
75;2021-02-18-2021-02-24;19;694;61;388;55.9;20;2.9;44;6.3;242;34.9
75;2021-02-18-2021-02-24;29;725;57.8;355;49;26;3.6;50;6.9;294;40.6
75;2021-02-18-2021-02-24;39;683;58.3;324;47.4;31;4.5;52;7.6;276;40.4
75;2021-02-18-2021-02-24;49;703;60.4;361;51.4;23;3.3;55;7.8;264;37.6
75;2021-02-18-2021-02-24;59;678;59.7;305;45;29;4.3;46;6.8;298;44
75;2021-02-18-2021-02-24;69;497;60.8;242;48.7;8;1.6;25;5;222;44.7
75;2021-02-18-2021-02-24;79;339;58.2;118;34.8;7;2.1;36;10.6;178;52.5
75;2021-02-18-2021-02-24;89;233;54.4;85;36.5;8;3.4;25;10.7;115;49.4
75;2021-02-18-2021-02-24;90;145;49.8;36;24.8;10;6.9;17;11.7;82;56.6
75;2021-02-19-2021-02-25;09;224;62.7;128;57.1;6;2.7;16;7.1;74;33
75;2021-02-19-2021-02-25;19;743;62.9;429;57.7;19;2.6;43;5.8;252;33.9
75;2021-02-19-2021-02-25;29;731;58.7;380;52;25;3.4;50;6.8;276;37.8
